AIMed_d30@1	NN IN JJ PROTEINT1 CC PRP$ NN NN IN PROTEINT2
AIMed_d180@3	PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT1 DT PROTEINT0 PROTEINT2 NN JJ IN DT NN CC NN IN JJ NNS VBZ VBN VBN FW FW IN JJ NN NN NNS
AIMed_d180@4	IN DT JJ NN NN DT RB JJ NN WDT VBD VBN IN PROTEINT1 CC DT PROTEINT0 PROTEINT2 PROTEINT0
AIMed_d180@4	IN DT JJ NN NN DT RB JJ NN WDT VBD VBN IN PROTEINT1 CC DT PROTEINT0 PROTEINT0 PROTEINT2
AIMed_d180@5	PROTEINT1 VBZ PROTEINT2 IN NN CD
AIMed_d180@7	RB DT JJ NN IN PROTEINT1 RB VBD PROTEINT2 RBR RB IN VBD JJ PROTEINT0 VBG IN DT NNS NN MD VB DT NN IN VBG DT NN IN PROTEINT0
AIMed_d180@7	RB DT JJ NN IN PROTEINT0 RB VBD PROTEINT1 RBR RB IN VBD JJ PROTEINT2 VBG IN DT NNS NN MD VB DT NN IN VBG DT NN IN PROTEINT0
AIMed_d180@8	DT NNS IN IN JJ JJ NNS VBP DT JJ NN IN DT NN IN PROTEINT1 CC PROTEINT2
AIMed_d88@1	NN IN DT NN PROTEINT1 IN PROTEINT2 IN VBN IN DT NN JJ NN
AIMed_d88@8	DT NN IN NN IN PROTEINT1 CC PROTEINT2 VBD VBN IN DT FW FW NN NN VBG JJ NNS
AIMed_d59@3	PROTEINT1 VBZ DT JJ JJ NN WDT VBZ NN FW FW IN DT NN IN JJ RB VBN NN NNS JJ IN DT PROTEINT0 NN NNS PROTEINT2 CC PROTEINT0
AIMed_d59@3	PROTEINT1 VBZ DT JJ JJ NN WDT VBZ NN FW FW IN DT NN IN JJ RB VBN NN NNS JJ IN DT PROTEINT0 NN NNS PROTEINT0 CC PROTEINT2
AIMed_d59@6	DT NNS VBP IN PROTEINT1 VBZ IN PROTEINT2 CC PROTEINT0 FW FW CC PRP VBZ RB VB TO DT JJ NN
AIMed_d59@6	DT NNS VBP IN PROTEINT1 VBZ IN PROTEINT0 CC PROTEINT2 FW FW CC PRP VBZ RB VB TO DT JJ NN
AIMed_d156@1	PROTEINT1 DT NN VBN IN DT PROTEINT2
AIMed_d156@2	DT JJ JJ NNS IN PROTEINT1 PROTEINT0 VBP VBN IN PRP$ NN CD NN PROTEINT2
AIMed_d156@2	DT JJ JJ NNS IN PROTEINT0 PROTEINT1 VBP VBN IN PRP$ NN CD NN PROTEINT2
AIMed_d156@5	WRB JJ JJ NN NNS NN NN CD JJ PROTEINT0 CC NN NNS VBD VBN TO PROTEINT0 PROTEINT1 RB VBD IN DT PROTEINT2 NN CC VBD VBN
AIMed_d187@1	NN IN PROTEINT1 IN PROTEINT2 NN CC NN IN JJ NN
AIMed_d187@5	PROTEINT1 PROTEINT0 DT JJ JJ NN NN VBN JJ NNS IN PROTEINT2 CC RB VBD DT NN IN PROTEINT0 NN NN
AIMed_d187@5	PROTEINT0 PROTEINT1 DT JJ JJ NN NN VBN JJ NNS IN PROTEINT2 CC RB VBD DT NN IN PROTEINT0 NN NN
AIMed_d187@7	JJ PROTEINT1 PROTEINT2 NNS VBD VBN IN JJ NN IN NN
AIMed_d187@8	VBG JJ NN CC JJ NN PRP VBD JJ NN NNS IN DT NN IN DT PROTEINT1 NN WDT VBP IN PROTEINT2
AIMed_d48@1	PROTEINT1 VBZ NN CC NN IN VBG IN PROTEINT2 CC PROTEINT0
AIMed_d48@1	PROTEINT1 VBZ NN CC NN IN VBG IN PROTEINT0 CC PROTEINT2
AIMed_d48@4	PRP VBP NN CC JJ NN NNS WDT VBP PROTEINT1 VBZ TO CC VBZ PROTEINT2 CC PROTEINT0 VBN NN NNS
AIMed_d48@4	PRP VBP NN CC JJ NN NNS WDT VBP PROTEINT1 VBZ TO CC VBZ PROTEINT0 CC PROTEINT2 VBN NN NNS
AIMed_d99@7	PROTEINT1 NN VBZ IN PROTEINT2 NN CC IN PROTEINT0 NN DT NN IN DT JJ NN NN CD NN NN NN
AIMed_d99@7	PROTEINT1 NN VBZ IN PROTEINT0 NN CC IN PROTEINT2 NN DT NN IN DT JJ NN NN CD NN NN NN
AIMed_d196@1	PROTEINT1 VBZ IN NN NNS PROTEINT2 CC PROTEINT0 CC VBZ DT NN NN NN
AIMed_d196@1	PROTEINT1 VBZ IN NN NNS PROTEINT0 CC PROTEINT2 CC VBZ DT NN NN NN
AIMed_d196@5	PRP VBD IN DT NN PROTEINT1 VBD IN NN PROTEINT0 PROTEINT2 PROTEINT0 RB RB IN PROTEINT0 PROTEINT0 IN JJ NNS
AIMed_d196@5	PRP VBD IN DT NN PROTEINT1 VBD IN NN PROTEINT0 PROTEINT0 PROTEINT2 RB RB IN PROTEINT0 PROTEINT0 IN JJ NNS
AIMed_d196@5	PRP VBD IN DT NN PROTEINT1 VBD IN NN PROTEINT0 PROTEINT0 PROTEINT0 RB RB IN PROTEINT2 PROTEINT0 IN JJ NNS
AIMed_d196@5	PRP VBD IN DT NN PROTEINT1 VBD IN NN PROTEINT0 PROTEINT0 PROTEINT0 RB RB IN PROTEINT0 PROTEINT2 IN JJ NNS
AIMed_d196@9	RB PROTEINT1 VBZ DT JJ NN WDT VBZ PROTEINT2 CC PROTEINT0 DT IN WDT VBP NNS IN JJ NNS CC JJ NN NNS
AIMed_d196@9	RB PROTEINT1 VBZ DT JJ NN WDT VBZ PROTEINT0 CC PROTEINT2 DT IN WDT VBP NNS IN JJ NNS CC JJ NN NNS
AIMed_d34@5	PRP VBP DT NN IN DT JJ PROTEINT1 CC PROTEINT0 JJ NN CC PROTEINT2 DT JJ NN VBG TO DT JJ NN
AIMed_d34@5	PRP VBP DT NN IN DT JJ PROTEINT0 CC PROTEINT1 JJ NN CC PROTEINT2 DT JJ NN VBG TO DT JJ NN
AIMed_d34@6	NN NNS VBD VBN TO NNS CD IN PROTEINT1 CC TO NNS CD IN PROTEINT2 DT NN VBG DT JJ JJ NN
AIMed_d147@1	NN IN DT PROTEINT1 NN NNS PROTEINT2 CC PROTEINT0
AIMed_d147@1	NN IN DT PROTEINT1 NN NNS PROTEINT0 CC PROTEINT2
AIMed_d147@5	PRP VBP RB VBN NN NNS WDT VBP DT JJ VBG NN IN CD JJ NNS PROTEINT1 CC PROTEINT0 VBN RB IN PRP$ NN IN PROTEINT2
AIMed_d147@5	PRP VBP RB VBN NN NNS WDT VBP DT JJ VBG NN IN CD JJ NNS PROTEINT0 CC PROTEINT1 VBN RB IN PRP$ NN IN PROTEINT2
AIMed_d147@7	IN NN PRP VBP VBN JJ TO VB NNS IN PROTEINT1 CC PROTEINT2 FW FW WDT VBP VBN IN DT NN IN VBN JJ NN PROTEINT0 NN
AIMed_d191@11	PROTEINT1 VBZ IN PROTEINT2 CC PROTEINT0 IN PROTEINT0 NNS
AIMed_d191@11	PROTEINT0 VBZ IN PROTEINT0 CC PROTEINT1 IN PROTEINT2 NNS
AIMed_d33@3	JJ PROTEINT1 CC PROTEINT2 VBD DT NN IN NN IN JJ JJ NN IN DT JJ NN NN NNS IN CD NN CC DT NN NN NN IN CD NN IN CD NNS NN WDT VBD JJ NN CC JJ
AIMed_d33@4	DT NN NNP NN IN DT NN IN NN VBD JJ IN CD CC CD NNS NN CC VBD NNS IN NN NNS CD NN CC NN NNS CD JJ NN NN VBG IN JJ NNS VBP DT JJ NN IN DT NN IN PROTEINT1 IN PROTEINT2
AIMed_d33@5	JJ PROTEINT1 RB VBD DT NN IN PROTEINT2 CC JJ NNS IN JJ NNS JJ IN NN CC NN VBD DT NN
AIMed_d140@1	PROTEINT1 DT JJ NN CC NN NN NN NN WDT VBZ IN PROTEINT2
AIMed_d140@3	IN NN PROTEINT1 VBZ IN JJ NNS VBG JJ PROTEINT2 PROTEINT0 CC PROTEINT0 CC RB IN PROTEINT0
AIMed_d140@3	IN NN PROTEINT1 VBZ IN JJ NNS VBG JJ PROTEINT0 PROTEINT2 CC PROTEINT0 CC RB IN PROTEINT0
AIMed_d140@3	IN NN PROTEINT1 VBZ IN JJ NNS VBG JJ PROTEINT0 PROTEINT0 CC PROTEINT2 CC RB IN PROTEINT0
AIMed_d140@4	IN NN NNS PROTEINT1 VBZ VBN IN DT NN TO NN NN CC DT NN VBZ JJ NNS IN PROTEINT2
AIMed_d41@1	JJ NN IN DT JJ NN NN PROTEINT1 VBN IN PROTEINT2 PROTEINT0 NN
AIMed_d41@3	PROTEINT1 VBZ TO DT PROTEINT0 PROTEINT2 PROTEINT0 DT NN IN WDT NNS VBP JJ PROTEINT0
AIMed_d41@3	PROTEINT1 VBZ TO DT PROTEINT0 PROTEINT0 PROTEINT2 DT NN IN WDT NNS VBP JJ PROTEINT0
AIMed_d41@4	DT CD NN NN NN IN DT NN IN DT JJ NNS IN PROTEINT1 CC PROTEINT2 VBZ CD PROTEINT0 NNS WDT VBP DT NN IN DT JJ JJ PROTEINT0 NN
AIMed_d41@4	DT CD NN NN NN IN DT NN IN DT JJ NNS IN PROTEINT0 CC PROTEINT0 VBZ CD PROTEINT1 NNS WDT VBP DT NN IN DT JJ JJ PROTEINT2 NN
AIMed_d41@5	IN DT NN NN VBG DT NNS PROTEINT0 MD VB RP JJ TO DT NN JJ IN DT PROTEINT1 NNS WDT VBP DT NN IN DT NN JJ NN VBP JJ NNS IN NNS IN DT PROTEINT2 NN NN
AIMed_d41@6	DT NNS IN PROTEINT1 RB CC VBN IN PROTEINT2 VBP IN PRP$ NN NN CC NN NNS VBG DT NN IN VBG NN NNS IN PROTEINT0 NNS
AIMed_d41@7	DT PROTEINT1 PROTEINT2 NN VBZ DT VBG NN IN NN IN PROTEINT0 CC NNS NN IN DT NN IN PROTEINT0 IN VBG NN NN
AIMed_d90@6	PRP VBP VBN DT JJ CC JJ NNS IN PROTEINT1 CC PROTEINT2 DT NN NN NN NN VBN IN JJ NNS
AIMed_d90@7	PRP VBD IN NN IN DT JJ CD NN NNS IN PROTEINT0 VBD PROTEINT1 PROTEINT2 JJ NN
AIMed_d46@4	DT NN NNS IN PROTEINT1 IN PROTEINT2 NN CD CC PROTEINT0 CC PROTEINT0 NN CD VBD VBN VBG PROTEINT0 JJ NNS IN NN IN NNS IN NN NNS
AIMed_d46@4	DT NN NNS IN PROTEINT1 IN PROTEINT0 NN CD CC PROTEINT2 CC PROTEINT0 NN CD VBD VBN VBG PROTEINT0 JJ NNS IN NN IN NNS IN NN NNS
AIMed_d46@4	DT NN NNS IN PROTEINT1 IN PROTEINT0 NN CD CC PROTEINT0 CC PROTEINT2 NN CD VBD VBN VBG PROTEINT0 JJ NNS IN NN IN NNS IN NN NNS
AIMed_d46@5	DT JJ NN CD IN JJ PROTEINT1 NN VBD VBN VBG DT NN IN DT PROTEINT2 NN
AIMed_d222@2	DT NN NN IN PROTEINT1 NN VBZ VBN TO VB IN JJ NNS VBG PROTEINT2 PROTEINT0 CC PROTEINT0 CC VBZ VBN TO VB NN IN JJ NN NN NNS
AIMed_d222@2	DT NN NN IN PROTEINT1 NN VBZ VBN TO VB IN JJ NNS VBG PROTEINT0 PROTEINT2 CC PROTEINT0 CC VBZ VBN TO VB NN IN JJ NN NN NNS
AIMed_d222@2	DT NN NN IN PROTEINT1 NN VBZ VBN TO VB IN JJ NNS VBG PROTEINT0 PROTEINT0 CC PROTEINT2 CC VBZ VBN TO VB NN IN JJ NN NN NNS
AIMed_d222@3	DT JJ NN IN PROTEINT0 IN DT NNS VBZ RB JJ IN DT JJ NN IN NN NNS VBZ IN PROTEINT1 VBZ DT JJ NN IN DT PROTEINT0 PROTEINT2
AIMed_d222@5	DT NN VBD NNS VBG PROTEINT1 CC CD CD NNS PROTEINT2 JJ JJ NN NN CC DT RB VBN NN NN VBG NN PROTEINT0
AIMed_d222@5	DT NN VBD NNS VBG PROTEINT1 CC CD CD NNS PROTEINT0 JJ JJ NN NN CC DT RB VBN NN NN VBG NN PROTEINT2
AIMed_d97@5	IN VBN NN NNS PROTEINT1 PROTEINT0 CC JJR RB PROTEINT0 VBD TO PROTEINT2
AIMed_d97@5	IN VBN NN NNS PROTEINT0 PROTEINT1 CC JJR RB PROTEINT0 VBD TO PROTEINT2
AIMed_d97@5	IN VBN NN NNS PROTEINT0 PROTEINT0 CC JJR RB PROTEINT1 VBD TO PROTEINT2
AIMed_d97@7	NN IN PROTEINT1 PROTEINT0 TO PROTEINT2 VBD RB VBN IN JJ NN NNS
AIMed_d97@7	NN IN PROTEINT0 PROTEINT1 TO PROTEINT2 VBD RB VBN IN JJ NN NNS
AIMed_d97@8	RB DT JJ NN NN VBD VBN IN PROTEINT1 IN DT NN IN NN CD NNS IN NN IN PROTEINT2 PROTEINT0
AIMed_d97@8	RB DT JJ NN NN VBD VBN IN PROTEINT1 IN DT NN IN NN CD NNS IN NN IN PROTEINT0 PROTEINT2
AIMed_d135@3	DT NN NN NN IN PROTEINT1 VBZ VBN IN NN IN DT JJ NN IN PROTEINT2 PROTEINT0 DT NN CD JJ NN WDT VBZ DT NN IN DT NN NN NN
AIMed_d135@3	DT NN NN NN IN PROTEINT1 VBZ VBN IN NN IN DT JJ NN IN PROTEINT0 PROTEINT2 DT NN CD JJ NN WDT VBZ DT NN IN DT NN NN NN
AIMed_d135@4	VBN PROTEINT0 VBZ DT NN WDT VBZ TO JJ NN NNS IN CD CC CD NNS RB DT NNS VBP RB VB DT JJ NN NN PROTEINT1 PROTEINT2 NN
AIMed_d198@2	NN IN DT PROTEINT1 PROTEINT0 PROTEINT2 VBZ NN IN DT NN IN JJ JJ NN NNS VBP TO PROTEINT0 PROTEINT0 NN
AIMed_d198@3	PRP VBD CC JJ CC JJ NN TO VB DT NN IN JJ NN NNS IN DT JJ NN VBN TO IN PROTEINT1 PROTEINT0 PROTEINT2 IN DT PROTEINT0
AIMed_d149@1	DT NN JJ NN PROTEINT1 VBZ IN JJ PROTEINT2 CC PROTEINT0 NNS IN NN NN IN PROTEINT0 NN
AIMed_d149@1	DT NN JJ NN PROTEINT1 VBZ IN JJ PROTEINT0 CC PROTEINT2 NNS IN NN NN IN PROTEINT0 NN
AIMed_d149@6	DT NNS IN PROTEINT0 CC DT CD NNS VBP NN NN IN DT PROTEINT0 CC VBP VBN IN DT NN IN DT NN NN IN PROTEINT1 TO NNS IN CC PROTEINT2 CC PROTEINT0
AIMed_d149@6	DT NNS IN PROTEINT0 CC DT CD NNS VBP NN NN IN DT PROTEINT0 CC VBP VBN IN DT NN IN DT NN NN IN PROTEINT1 TO NNS IN CC PROTEINT0 CC PROTEINT2
AIMed_d149@7	IN PROTEINT1 VBZ IN PROTEINT2 CC PROTEINT0 PRP VBZ RB VBN IN PROTEINT0 NN VBG IN PROTEINT0 VBZ RB DT NN IN DT NN NN
AIMed_d149@7	IN PROTEINT1 VBZ IN PROTEINT0 CC PROTEINT2 PRP VBZ RB VBN IN PROTEINT0 NN VBG IN PROTEINT0 VBZ RB DT NN IN DT NN NN
AIMed_d149@8	RB PRP VBP VBN DT JJ NN NN NN JJ IN PROTEINT1 PROTEINT0 CC PROTEINT0 WDT RB VBZ DT NN NN IN PROTEINT2 IN JJ NN
AIMed_d149@8	RB PRP VBP VBN DT JJ NN NN NN JJ IN PROTEINT0 PROTEINT1 CC PROTEINT0 WDT RB VBZ DT NN NN IN PROTEINT2 IN JJ NN
AIMed_d149@8	RB PRP VBP VBN DT JJ NN NN NN JJ IN PROTEINT0 PROTEINT0 CC PROTEINT1 WDT RB VBZ DT NN NN IN PROTEINT2 IN JJ NN
AIMed_d149@9	RB CC PROTEINT1 CC PROTEINT0 MD RB VB JJ NN JJ NNS IN DT JJ PROTEINT2 NN VBG DT NN WRB PROTEINT0 MD VB DT NN IN DT JJ NN NN
AIMed_d149@9	RB CC PROTEINT0 CC PROTEINT1 MD RB VB JJ NN JJ NNS IN DT JJ PROTEINT2 NN VBG DT NN WRB PROTEINT0 MD VB DT NN IN DT JJ NN NN
AIMed_d149@10	PRP VBP DT NN WRB NN NN VBZ TO NN IN JJ JJ NNS IN PROTEINT1 CC DT CD NNS PROTEINT2 CC PROTEINT0
AIMed_d149@10	PRP VBP DT NN WRB NN NN VBZ TO NN IN JJ JJ NNS IN PROTEINT1 CC DT CD NNS PROTEINT0 CC PROTEINT2
AIMed_d100@8	JJ PROTEINT1 VBZ RB TO PROTEINT2 CC FW FW CC IN NN CC VBZ IN DT NN IN DT PROTEINT0 NN
AIMed_d217@1	NN IN PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT0 PROTEINT2 NN
AIMed_d217@1	NN IN PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT0 PROTEINT2 NN
AIMed_d217@1	NN IN PROTEINT0 PROTEINT0 PROTEINT1 PROTEINT0 PROTEINT2 NN
AIMed_d217@2	DT JJ NN PROTEINT1 VBZ VBN WRB VBN IN DT NN CD NN NN PROTEINT0 PROTEINT2 PROTEINT0
AIMed_d217@2	DT JJ NN PROTEINT1 VBZ VBN WRB VBN IN DT NN CD NN NN PROTEINT0 PROTEINT0 PROTEINT2
AIMed_d217@2	DT JJ NN PROTEINT0 VBZ VBN WRB VBN IN DT NN CD NN NN PROTEINT1 PROTEINT0 PROTEINT2
AIMed_d217@4	VBN IN DT NN IN DT RB JJ PROTEINT1 PROTEINT2 NN DT JJ NN IN DT PROTEINT0 NN VBD TO CD PROTEINT0 NNS VBD VBN VBG JJ NN NN NNS
AIMed_d217@4	VBN IN DT NN IN DT RB JJ PROTEINT0 PROTEINT0 NN DT JJ NN IN DT PROTEINT1 NN VBD TO CD PROTEINT2 NNS VBD VBN VBG JJ NN NN NNS
AIMed_d217@8	IN DT JJ NN IN JJ NN VBD JJ JJ NN VBD JJ VBG IN DT NN IN NN IN PROTEINT1 VBZ IN DT NN IN CD JJ JJ NN NN NNS IN PROTEINT2
AIMed_d107@1	DT JJ NN IN PROTEINT1 NNS CC DT PROTEINT2
AIMed_d107@3	VBG DT NN JJ NN TO VB JJ NNS WDT VBP IN CC RB VBP PROTEINT1 PRP VBD DT NN VBG DT JJ NN IN DT PROTEINT2 IN JJ NNS
AIMed_d107@4	FW FW VBN PROTEINT1 NNS RB VBD TO DT NN NN NN VBG NN NNS CD IN PROTEINT2 PROTEINT0
AIMed_d107@4	FW FW VBN PROTEINT1 NNS RB VBD TO DT NN NN NN VBG NN NNS CD IN PROTEINT0 PROTEINT2
AIMed_d107@6	IN NN NNS DT NN NN IN PROTEINT0 PROTEINT0 VBD DT NN IN PROTEINT1 TO PROTEINT2 RB DT PROTEINT0 VBG NNS PROTEINT0 CC NN VBD DT NN
AIMed_d107@6	IN NN NNS DT NN NN IN PROTEINT0 PROTEINT0 VBD DT NN IN PROTEINT0 TO PROTEINT0 RB DT PROTEINT1 VBG NNS PROTEINT2 CC NN VBD DT NN
AIMed_d107@7	NN NN IN FW FW NN IN PROTEINT1 CC PROTEINT2 VBD DT NN IN NN NN CD CD NN JJ TO DT VBN IN PROTEINT0 CC PROTEINT0 NN CD CD NN
AIMed_d107@7	NN NN IN FW FW NN IN PROTEINT0 CC PROTEINT0 VBD DT NN IN NN NN CD CD NN JJ TO DT VBN IN PROTEINT1 CC PROTEINT2 NN CD CD NN
AIMed_d107@9	FW FW NNS IN PROTEINT1 CC PROTEINT2 VBD VBN IN JJ JJ NN NN NNS VBN IN JJ PROTEINT0
AIMed_d210@1	JJ NN IN DT NN PROTEINT1 CC NN PROTEINT2 NNS VBZ IN NN IN PROTEINT0 NN
AIMed_d210@4	DT NN NN PROTEINT1 VBD VBN TO RB VB IN PROTEINT2
AIMed_d210@5	PROTEINT1 RB VBZ IN PROTEINT2 CC RB IN JJ RB JJ NN NNS PROTEINT0 PROTEINT0 PROTEINT0 CC IN PROTEINT0
AIMed_d210@6	CC DT NN CC DT JJ NNS IN PROTEINT1 VBP VBN IN JJ NN IN PROTEINT2
AIMed_d210@7	FW FW NN IN PROTEINT1 CC PROTEINT2 VBZ VBN VBN IN NN
AIMed_d210@10	DT NNS VBP IN PROTEINT1 CC PROTEINT2 RB CC RB VBP VBG IN NN VBZ IN NNS IN RB JJ NN NNS
AIMed_d74@2	CD NN NNS VBG DT NN IN JJ PROTEINT1 PROTEINT2 VBD VBN IN NN NN IN DT NN VBN IN JJ JJ NN
AIMed_d74@6	WRB VBN IN NN NNS DT VBN NN VBD DT NN IN DT PROTEINT1 VBG DT JJ NN IN NN NN CD CD NN CC NN IN JJ PROTEINT2 CC RB PROTEINT0
AIMed_d175@1	JJ NN IN JJ PROTEINT1 IN PROTEINT2
AIMed_d175@5	PRP VBP VBN DT JJ NN IN PROTEINT1 IN DT JJ NN PROTEINT2 CC DT JJ NN IN PRP VBP IN JJ PROTEINT0
AIMed_d175@5	PRP VBP VBN DT JJ NN IN PROTEINT1 IN DT JJ NN PROTEINT0 CC DT JJ NN IN PRP VBP IN JJ PROTEINT2
AIMed_d175@6	DT JJ NN IN PROTEINT1 CC PROTEINT2 VBZ IN PROTEINT0 MD VB DT JJ NN NN IN DT JJ NN IN PROTEINT0
AIMed_d175@6	DT JJ NN IN PROTEINT0 CC PROTEINT0 VBZ IN PROTEINT1 MD VB DT JJ NN NN IN DT JJ NN IN PROTEINT2
AIMed_d175@7	NN IN PROTEINT1 IN CC PROTEINT2 CC PROTEINT0 MD RB VB DT JJ NN IN DT NNS IN PROTEINT0 CC PROTEINT0
AIMed_d175@7	NN IN PROTEINT1 IN CC PROTEINT0 CC PROTEINT2 MD RB VB DT JJ NN IN DT NNS IN PROTEINT0 CC PROTEINT0
AIMed_d109@1	JJ NN IN DT JJ NN NN NN PROTEINT1 PROTEINT2 VBD TO NN
AIMed_d109@2	DT PROTEINT1 CC PROTEINT2 NNS IN JJ NN NNS VBP TO VB NNS JJ IN NN NN NN NNS
AIMed_d109@3	PRP VBP VBN DT NN NN NN IN DT NN IN DT NN NNS IN PROTEINT1 CC PROTEINT2 VBD TO NN
AIMed_d109@6	NN IN DT CD RB JJ JJ NNS VBP IN DT NN VBZ RB VBN TO DT JJ NNS CC IN DT PROTEINT1 PROTEINT2 NN VBZ RB VB DT JJ NN NN NN IN DT JJ NN
AIMed_d219@1	PROTEINT1 RB VBZ PROTEINT2 NN IN NNS IN DT PROTEINT0 JJ NN
AIMed_d219@1	PROTEINT1 RB VBZ PROTEINT0 NN IN NNS IN DT PROTEINT2 JJ NN
AIMed_d219@3	PRP RB VBD IN PROTEINT1 NN IN DT PROTEINT0 PROTEINT2 PROTEINT0 NNS CD MD VB VBN IN PROTEINT0 NN
AIMed_d219@3	PRP RB VBD IN PROTEINT1 NN IN DT PROTEINT0 PROTEINT0 PROTEINT2 NNS CD MD VB VBN IN PROTEINT0 NN
AIMed_d219@7	IN DT JJ NN PRP VBP IN PROTEINT1 VBZ RB TO DT VBN PROTEINT2
AIMed_d219@8	RB NN IN PROTEINT1 NNS CD VBZ NN IN NN CC RB PROTEINT2 TO DT PROTEINT0
AIMed_d219@8	RB NN IN PROTEINT1 NNS CD VBZ NN IN NN CC RB PROTEINT0 TO DT PROTEINT2
AIMed_d172@1	PROTEINT0 PROTEINT1 DT NN CC JJ NN IN DT NN NN NN PROTEINT2
AIMed_d172@3	PROTEINT1 CC PROTEINT0 VBP VBN VBN TO VB JJ NNS IN JJ NN DT CD NNS VBP CC VBP VBN IN PROTEINT2 PROTEINT0
AIMed_d172@3	PROTEINT1 CC PROTEINT0 VBP VBN VBN TO VB JJ NNS IN JJ NN DT CD NNS VBP CC VBP VBN IN PROTEINT0 PROTEINT2
AIMed_d172@3	PROTEINT0 CC PROTEINT1 VBP VBN VBN TO VB JJ NNS IN JJ NN DT CD NNS VBP CC VBP VBN IN PROTEINT2 PROTEINT0
AIMed_d172@3	PROTEINT0 CC PROTEINT1 VBP VBN VBN TO VB JJ NNS IN JJ NN DT CD NNS VBP CC VBP VBN IN PROTEINT0 PROTEINT2
AIMed_d172@6	DT NN VBN PROTEINT0 PROTEINT1 PROTEINT0 RB VBZ TO DT JJ NN IN PROTEINT2 VBZ DT NN NN IN PROTEINT0 VBN IN JJ NNS CC VBZ DT NN IN JJ NN JJ NNS
AIMed_d172@6	DT NN VBN PROTEINT0 PROTEINT0 PROTEINT1 RB VBZ TO DT JJ NN IN PROTEINT2 VBZ DT NN NN IN PROTEINT0 VBN IN JJ NNS CC VBZ DT NN IN JJ NN JJ NNS
